Co_Ref,Time_to_Renewal,crm_accreditation_completed,crm_timely_completion,crm_progress_towards_accreditation,crm_delays_in_accreditation,crm_contractor_suggested_leave,crm_contractor_engagement,crm_contractor_sentiment,crm_contractor_sentiment_score,crm_dts_or_ssip_mentioned,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_level,crm_platform_issues_raised,crm_agent_chased_contractor,crm_agent_chase_count,crm_accreditation_issues,crm_membership_overdue,crm_auto_renewal_status,crm_dissatisified_with_renewal_price,crm_customer_complained,crm_refund_mentioned,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,year
iv7188,pre_renewal,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2026
xx1601,14_out,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2026
dx2616,pre_renewal,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2026
ab5411,pre_renewal,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2026
df0030,pre_renewal,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2026
dk7501,pre_renewal,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2026
yi1226,pre_renewal,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2026
gy0847,pre_renewal,no,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ka7835,pre_renewal,no,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ni3455,14_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2026
hv9493,14_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ro4528,14_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2026
eb7079,pre_renewal,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ek9696,14_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ns6092,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
vr6896,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2026
hv8468,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2026
pq8833,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
cz5064,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,yes,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2026
mh3500,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
kt5588,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
uo1747,pre_renewal,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
gq3605,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
zk6314,pre_renewal,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
ph3936,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
pf4499,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
vd9117,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
yo0303,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
ah0067,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
kw2049,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
mx6622,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
uq6719,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
vi1279,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
gb6986,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
ac5613,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
iz4948,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
ne0780,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
rq4384,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
gs0958,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
nx8454,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
or5644,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
za5090,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
bk7162,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
eq0959,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
ir2705,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
ja4928,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
kp4309,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
kv9550,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
ky8375,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
yl5064,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
br3526,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
if0791,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
kz9733,45_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
fs1189,14_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
zs1265,pre_renewal,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
mg2054,pre_renewal,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
oa2333,14_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
lz1293,pre_renewal,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
fm8790,14_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
da6027,pre_renewal,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
zd6073,pre_renewal,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
pr9711,14_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
so0495,14_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
yl2519,14_out,not discussed,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
id1440,45_out,no,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
gx7222,pre_renewal,no,not discussed,yes,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
dg5314,14_out,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
jz8992,45_out,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
jp0822,14_out,not discussed,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
ko4985,45_out,yes,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
wf0034,pre_renewal,yes,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
yw5151,14_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
iw4783,prior_year,yes,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
le9692,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
ju2701,pre_renewal,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
io4698,14_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
re2083,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2026
qa3599,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2026
dw1762,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
nk0586,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
ff7050,45_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
bx5659,pre_renewal,yes,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2026
cp1203,45_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
fe3031,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,no,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
mb1259,prior_year,yes,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,no,not discussed,not discussed,2025
iu6141,pre_renewal,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,yes,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
dh5624,pre_renewal,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,yes,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
kf2767,pre_renewal,not discussed,not discussed,not discussed,no,not discussed,no,not discussed,not discussed,no,not discussed,not discussed,in progress,not discussed,yes,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
jb6513,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
rz0060,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
am9847,pre_renewal,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
yj7053,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
bl8594,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
yw5803,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ah9811,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
dt6577,45_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
fs2895,pre_renewal,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
wn7918,pre_renewal,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
gm4860,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
sj4777,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
tw0533,pre_renewal,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
pp5070,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
uc1131,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ls2347,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
wv5631,45_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
xg8034,45_out,no,not discussed,not discussed,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,not discussed,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
hr7216,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
qg9719,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
fe3240,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
gn5333,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
if0516,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
by8095,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ng7490,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ru5625,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ah2284,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
dd3777,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
hk4773,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
tn1891,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
xc2141,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
nz8881,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ck6286,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ey3412,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
tq2086,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
vg4382,pre_renewal,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
op1124,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
qv6904,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
wb1817,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
xh4867,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
kv1531,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
yu8634,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ky7791,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
pd6645,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
qt1382,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ua8872,prior_year,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
zd4003,14_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
zz1502,prior_year,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
ee1362,45_out,no,not discussed,yes,no,no,no,not discussed,not discussed,no,not discussed,no,in progress,no,no,0,not discussed,not discussed,0,not discussed,no,no,not discussed,not discussed,not discussed,2025
