Co_Ref,Time_to_Renewal,crm_accreditation_completed,crm_timely_completion,crm_progress_towards_accreditation,crm_delays_in_accreditation,crm_contractor_suggested_leave,crm_contractor_engagement,crm_contractor_sentiment,crm_contractor_sentiment_score,crm_dts_or_ssip_mentioned,crm_customer_payment_intention,crm_competitors_mentioned,crm_membership_level,crm_platform_issues_raised,crm_agent_chased_contractor,crm_agent_chase_count,crm_accreditation_issues,crm_membership_overdue,crm_auto_renewal_status,crm_dissatisified_with_renewal_price,crm_customer_complained,crm_refund_mentioned,crm_negative_customer_experience,crm_dissatisfaction_with_support,crm_financial_hardship_mentioned,year
TS1779,14_out,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
DU7765,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
EX7198,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
RY7298,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
VG0592,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
LT7022,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
RI9370,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
SV0053,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
YU1153,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
BR9376,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
HK8222,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
YO5426,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
EC4793,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
EW8594,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
IL7624,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
KV4866,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
LK3196,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
TB1841,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
CJ8055,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
FO4673,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
JF1478,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
KY4433,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
XK9310,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
GJ2814,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
HS7573,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
NM4945,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
PH7028,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
SL6223,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
FJ8495,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
IC2828,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
IF9156,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
IX0709,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
OX2986,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
PK9012,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
ZX6542,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
GE1828,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
HA9122,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
JW9238,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
OG8430,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
PJ4202,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
RJ8676,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
WF7634,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
ZF0364,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
ZL9263,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
IU2608,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
PH3242,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
PR4750,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
HH0337,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
DA4570,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
JA7371,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
JO3464,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
QO9984,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
RF6477,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
JV6786,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
JX3925,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
LU8898,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
TJ1178,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
YO2344,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
ZJ3620,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
FM5372,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
IJ7007,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
IZ0002,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
KQ3530,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
OO5097,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
WP6840,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
AF1713,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
DQ8212,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
KE3606,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
YK0422,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
AX1352,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
DL2287,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
OD2350,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
VI7186,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
EK9839,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
OY3693,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
RK1651,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
TK9113,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
LG0775,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,No,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Yes,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
MY3553,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
MZ1392,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
OJ8012,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
RO4659,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
ZQ3652,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
UT8518,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
IS7366,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
UM6535,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
US5813,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
IF7516,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
JS9009,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
LH2636,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
DV5780,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
IG1679,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
IZ0229,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
MX8450,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
CO0463,14_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
TQ5385,14_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
MD5860,14_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2026
QB9145,14_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,No,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2026
QM8837,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2026
ZI2274,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Yes,No,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
WY4761,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
IQ0598,pre_renewal,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
LJ8476,45_out,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
RG3177,prior_year,Not Discussed,Not Discussed,Not Discussed,No,Not Discussed,No,Not Discussed,Not Discussed,No,Not Discussed,Not Discussed,Not Discussed,Not Discussed,Yes,1,Not Discussed,Yes,0,Not Discussed,No,No,Not Discussed,Not Discussed,Not Discussed,2025
